name,city,city_id,locality,cuisines,average_cost_for_two,currency,price_range_Rs,rating_text,votes,delivery,aggregate_rating
Sip N Breww,Amritsar,22,Lawrence Road,"Pizza, Beverages, Desserts",200,Rs.,1000,Good,486,No,3.8
Bon Gateau,Amritsar,22,Ranjit Avenue,"Cafe, Bakery, Fast Food, Italian",700,Rs.,2000,Very Good,468,No,4.2
Cafe Chokolade,Amritsar,22,Ranjit Avenue,"Salad, Cafe, Healthy Food, Fast Food, Italian",250,Rs.,1000,Good,374,No,3.9
Los Fiesta,Amritsar,22,Basant Nagar,"Italian, Pizza, Burger, Sandwich, Wraps, Desserts, Beverages",600,Rs.,2000,Very Good,345,No,4
R K Food Plaza,Amritsar,22,Town Hall,"North Indian, Chinese, Fast Food, South Indian, Sandwich, Pizza, Ice Cream",400,Rs.,2000,Very Good,845,No,4.4
Gauri Shankar & Sons,Amritsar,22,INA Colony,North Indian,300,Rs.,1000,Good,262,No,3.9
Domino's Pizza,Amritsar,22,Lawrence Road,"Pizza, Fast Food",400,Rs.,2000,Very Good,771,Yes,4
Bombay Pavbhaji - Original,Amritsar,22,INA Colony,"Fast Food, Street Food",350,Rs.,2000,Good,564,No,3.6
Burger King,Amritsar,22,Lawrence Road,"Burger, Fast Food, Beverages",500,Rs.,2000,Very Good,883,No,4
Sip N Brew Premium,Amritsar,22,Rani Ka Bagh,"Fast Food, Desserts, Beverages",400,Rs.,2000,Good,251,No,3.8
Crystal Restaurant,Amritsar,22,INA Colony,"North Indian, Mughlai",800,Rs.,3000,Good,331,No,3.9
Kale Da Dhaba,Amritsar,22,Ranjit Avenue,"North Indian, Chinese",500,Rs.,2000,Very Good,640,Yes,4.2
Domino's Pizza,Amritsar,22,Town Hall,"Pizza, Fast Food",400,Rs.,2000,Good,728,Yes,3.8
The Kulcha Land,Amritsar,22,Ranjit Avenue,"North Indian, Street Food",200,Rs.,1000,Excellent,888,No,4.5
Glass House Amritsar,Amritsar,22,Mall Road,"North Indian, Chinese, Continental",800,Rs.,3000,Very Good,198,No,4
Cafe Connect,Amritsar,22,Ranjit Avenue,Fast Food,500,Rs.,2000,Very Good,500,No,4.1
Eldorado,Amritsar,22,Ranjit Avenue,"North Indian, Mexican, Chinese",700,Rs.,2000,Very Good,321,No,4
Baba Chicken,Amritsar,22,Lawrence Road,"North Indian, Afghan, Biryani, Beverages",800,Rs.,3000,Very Good,290,No,4.1
Bombay Pav Bhaji and Bhel Puri,Amritsar,22,GNDU Area,"North Indian, Burger, Momos, Pizza, Chinese",200,Rs.,1000,Good,301,Yes,3.8
Annpurna Veg. Dhaba,Amritsar,22,Basant Nagar,"North Indian, Biryani, Continental",400,Rs.,2000,Very Good,392,No,4
Pizza Italia,Amritsar,22,Lawrence Road,"Italian, Pizza",600,Rs.,2000,Very Good,335,Yes,4.1
Brijwasi Chat Bhandar,Amritsar,22,INA Colony,Street Food,150,Rs.,1000,Very Good,453,No,4.1
Kanha Sweets,Amritsar,22,Lawrence Road,"Fast Food, Mithai, North Indian",150,Rs.,1000,Excellent,499,Yes,4.6
KFC,Amritsar,22,White Avenue,"Burger, Fast Food",450,Rs.,2000,Very Good,478,Yes,4.3
Hungry Pizza,Amritsar,22,Rani Ka Bagh,"Pizza, Beverages",500,Rs.,2000,Very Good,386,Yes,4.1
Anjan Mutton and Chicken Products,Amritsar,22,Azad Nagar,"North Indian, Fast Food, Healthy Food",200,Rs.,1000,Very Good,490,No,4.3
Subway,Amritsar,22,Lawrence Road,"Fast Food, Healthy Food, Wraps, Salad",500,Rs.,2000,Very Good,475,No,4
Domino's Pizza,Amritsar,22,Ranjit Avenue,"Pizza, Fast Food",400,Rs.,2000,Good,457,Yes,3.9
Bansal Sweets,Amritsar,22,Lawrence Road,"Fast Food, Mithai",150,Rs.,1000,Very Good,203,No,4
Janta Food,Amritsar,22,INA Colony,"North Indian, Biryani",200,Rs.,1000,Very Good,344,No,4
Surjit Food Plaza,Amritsar,22,Lawrence Road,North Indian,1000,Rs.,3000,Very Good,232,No,4
The Yellow Chilli,Amritsar,22,Ranjit Avenue,"North Indian, Mughlai, Chinese",1200,Rs.,3000,Good,253,No,3.7
Bhai Kulwant Singh Kulchian Wale,Amritsar,22,Town Hall,North Indian,200,Rs.,1000,Excellent,366,Yes,4.8
Domino's Pizza,Amritsar,22,Kabir Park,"Pizza, Fast Food",400,Rs.,2000,Good,397,Yes,3.7
Bharawan Da Dhaba,Amritsar,22,"AplhaOne Mall, GT Road","North Indian, Fast Food",500,Rs.,2000,Good,199,No,3.9
Pritam Dhaba,Amritsar,22,INA Colony,North Indian,250,Rs.,1000,Good,158,No,3.8
Domino's Pizza,Amritsar,22,GT Road,"Pizza, Fast Food",400,Rs.,2000,Good,424,Yes,3.6
Subhash Juice Bar & Restaurant,Amritsar,22,Hathi Gate,"North Indian, Italian, South Indian, Fast Food, Juices, Chinese, Sandwich, Ice Cream",400,Rs.,2000,Good,207,No,3.9
Hansraj Choley Wala,Amritsar,22,Basant Nagar,Street Food,100,Rs.,1000,Very Good,424,Yes,4.1
Bubby Fish & Chicken Corner,Amritsar,22,INA Colony,North Indian,300,Rs.,1000,Good,391,No,3.8
Pappi Di Hatti Tandoori Magic,Amritsar,22,White Avenue,North Indian,400,Rs.,2000,Very Good,280,No,4.1
House of Shakes,Amritsar,22,White Avenue,"Beverages, Fast Food",400,Rs.,2000,Very Good,158,No,4
Subway,Amritsar,22,Ranjit Avenue,"Fast Food, Healthy Food, Wraps, Salad",500,Rs.,2000,Very Good,317,No,4.2
Aamantran,Amritsar,22,Basant Nagar,North Indian,300,Rs.,1000,Good,177,No,3.9
The Brothers,Amritsar,22,Basant Nagar,"North Indian, Chinese, Beverages",600,Rs.,2000,Very Good,219,No,4
Zaika Family Restaurant,Amritsar,22,GT Road,"North Indian, Chinese, Fast Food, Beverages",300,Rs.,1000,Very Good,165,No,4.1
Pizza Hut,Amritsar,22,"Trillium Mall, White Avenue","Pizza, Fast Food, Italian",700,Rs.,2000,Good,194,No,3.6
Burger King,Amritsar,22,GT Road,"Fast Food, Burger, Beverages",500,Rs.,2000,Good,317,No,3.9
Muskaan,Amritsar,22,Ranjit Avenue,North Indian,500,Rs.,2000,Very Good,441,Yes,4
Bakes & Beans,Amritsar,22,Ranjit Avenue,"Italian, Cafe",1200,Rs.,3000,Very Good,164,No,4.2
Lovely Kulcha Land and champ,Amritsar,22,Hathi Gate,"North Indian, Chinese, Fast Food",400,Rs.,2000,Very Good,192,No,4
Lovely Champ,Amritsar,22,Mohan Nagar,"North Indian, Chinese",500,Rs.,2000,Good,218,No,3.8
Neenoo's Bar-B-Que Fish-N-Chips,Amritsar,22,White Avenue,Finger Food,800,Rs.,3000,Very Good,185,No,4.3
EatAsia Food,Amritsar,22,Ranjit Avenue,"North Indian, South Indian, Chinese, Juices",700,Rs.,2000,Very Good,183,No,4
Bariesto,Amritsar,22,Ranjit Avenue,"Cafe, North Indian, Chinese, Continental",600,Rs.,2000,Good,159,No,3.5
The Pizza Point,Amritsar,22,Mohan Nagar,Pizza,300,Rs.,1000,Very Good,169,No,4
Sharma Sweets Shop,Amritsar,22,Lawrence Road,Mithai,200,Rs.,1000,Very Good,247,Yes,4.2
The Eatery,Amritsar,22,Lawrence Road,"North Indian, Chinese, Continental, Biryani",500,Rs.,2000,Very Good,39,No,4
London Creek Food Service,Amritsar,22,Kabir Park,North Indian,100,Rs.,1000,Very Good,202,No,4.2
The Beer Cafe,Amritsar,22,Ranjit Avenue,"North Indian, Italian, Finger Food",1200,Rs.,3000,Very Good,244,Yes,4.2
Spicy Hut,Amritsar,22,Shakti Nagar,"North Indian, Chinese, Fast Food, South Indian",450,Rs.,2000,Good,160,Yes,3.9
Chawlas 2,Amritsar,22,Lawrence Road,North Indian,600,Rs.,2000,Very Good,174,No,4
Umang Vaishno Bhojan Bhandar,Amritsar,22,Basant Nagar,"North Indian, Biryani, Chinese, Italian, Sandwich, Desserts, Beverages",300,Rs.,1000,Very Good,193,No,4.2
Monu Kulcha Hut,Amritsar,22,Rani Ka Bagh,North Indian,200,Rs.,1000,Good,186,No,3.9
Bukhaaraa,Amritsar,22,Ranjit Avenue,"North Indian, Mughlai",500,Rs.,2000,Good,208,Yes,3.9
Giani Tea Stall,Amritsar,22,INA Colony,"Tea, Street Food",200,Rs.,1000,Very Good,223,Yes,4
Reiki Foods,Amritsar,22,GNDU Area,"North Indian, Chinese",150,Rs.,1000,Good,192,No,3.7
Brothers Dhaba,Amritsar,22,Amritsar Cantonment,"North Indian, Chinese, Fast Food, Beverages, Desserts",300,Rs.,1000,Very Good,190,No,4.1
New Wah ji Wah Champ,Amritsar,22,Lawrence Road,"Fast Food, Momos, North Indian",300,Rs.,1000,Good,188,Yes,3.8
El Nido Cafe & Lounge,Amritsar,22,Ranjit Avenue,"Chinese, Cafe, Continental, Fast Food, Italian",300,Rs.,1000,Good,152,No,3.8
The Shakes Hub,Amritsar,22,GNDU Area,"Beverages, Pizza, Sandwich",400,Rs.,2000,Good,112,No,3.7
Subway,Amritsar,22,Town Hall,"Fast Food, Healthy Food, Sandwich, Salad",500,Rs.,2000,Good,194,No,3.9
Pizza Italia,Amritsar,22,Ranjit Avenue,Italian,500,Rs.,2000,Very Good,206,Yes,4.1
New Rajasthan Chat Bhandar,Amritsar,22,Lawrence Road,North Indian,200,Rs.,1000,Very Good,165,No,4.3
Spicy Hut Vintage,Amritsar,22,Ranjit Avenue,"North Indian, Fast Food, Beverages",500,Rs.,2000,Good,102,No,3.8
Punjab Dhaba,Amritsar,22,Town Hall,"North Indian, Mughlai, Chinese",900,Rs.,3000,Good,135,No,3.8
Annpurna Kulcha,Amritsar,22,Lawrence Road,Street Food,100,Rs.,1000,Good,174,No,3.6
Kobe Sizzlers,Amritsar,22,Ranjit Avenue,"American, Asian, Chinese, Cafe, Continental, Mughlai",1000,Rs.,3000,Good,148,No,3.8
Monu Kulcha Hut,Amritsar,22,Ranjit Avenue,Street Food,300,Rs.,1000,Very Good,182,No,4.2
Lovely Dhaba,Amritsar,22,Ranjit Avenue,"Chinese, North Indian, Rolls, Beverages",500,Rs.,2000,Very Good,156,Yes,4
Food Bowl,Amritsar,22,Kabir Park,"Chinese, Continental, North Indian",500,Rs.,2000,Very Good,191,No,4
Tandoori Tadka,Amritsar,22,Ranjit Avenue,"North Indian, Chinese",500,Rs.,2000,Very Good,120,No,4
Kava Grill & Lounge - Fairfield by Marriott,Amritsar,22,Mall Road,"North Indian, Chinese, Italian",1800,Rs.,4000,Very Good,115,Yes,4.2
Burger Hut,Amritsar,22,Ranjit Avenue,"Burger, Beverages",400,Rs.,2000,Good,206,Yes,3.8
Sip n Bite,Amritsar,22,Lawrence Road,Fast Food,400,Rs.,2000,Good,139,No,3.9
Special Bombay Pav Bhaji & Bhel Puri,Amritsar,22,Basant Nagar,"Fast Food, South Indian, Street Food",300,Rs.,1000,Good,99,Yes,3.9
AFC,Amritsar,22,GNDU Area,"American, Fast Food, Burger, Chinese",350,Rs.,2000,Average,141,No,3.4
Friends Dhaba,Amritsar,22,INA Colony,"North Indian, Desserts, Beverages",400,Rs.,2000,Average,137,No,2.7
KFC,Amritsar,22,"AplhaOne Mall, GT Road","Fast Food, Burger",450,Rs.,2000,Good,132,No,3.6
Bharawan Da Dhaba,Amritsar,22,Ranjit Avenue,"Fast Food, North Indian, Mughlai",500,Rs.,2000,Good,142,No,3.8
The Amritsar Haveli,Amritsar,22,Town Hall,"North Indian, South Indian, Chinese, Sandwich, Pizza, Fast Food, Ice Cream",400,Rs.,2000,Good,46,No,3.5
La Roma Pizzeria,Amritsar,22,Ranjit Avenue,"Fast Food, Italian",500,Rs.,2000,Excellent,3320,Yes,4.9
Kesar Da Dhabha,Amritsar,22,Town Hall,North Indian,500,Rs.,2000,Excellent,2871,Yes,4.6
R K Food Plaza,Amritsar,22,Town Hall,"North Indian, Chinese, Fast Food, South Indian, Sandwich, Pizza, Ice Cream",400,Rs.,2000,Very Good,845,Yes,4.4
Bharawan Da Dhaba,Amritsar,22,Town Hall,"North Indian, Chinese, South Indian, Sandwich, Pizza, Fast Food, Ice Cream",500,Rs.,2000,Very Good,1091,Yes,4.3
Hoppers,Amritsar,22,Kabir Park,"Cafe, Italian, Continental, Fast Food, Burger, Sandwich",400,Rs.,2000,Very Good,251,No,4.2
Domino's Pizza,Amritsar,22,Lawrence Road,"Pizza, Fast Food",400,Rs.,2000,Very Good,771,Yes,4
Bombay Pavbhaji - Original,Amritsar,22,INA Colony,"Fast Food, Street Food",350,Rs.,2000,Good,564,No,3.6
Burger King,Amritsar,22,Lawrence Road,"Burger, Fast Food, Beverages",500,Rs.,2000,Very Good,883,No,4
Beera Chicken House,Amritsar,22,Basant Nagar,North Indian,500,Rs.,2000,Very Good,991,Yes,4.4
Bade Bhai ka Brothers Dhaba,Amritsar,22,Town Hall,"North Indian, Chinese, South Indian, Fast Food, Desserts, Beverages",500,Rs.,2000,Very Good,1085,Yes,4.4
Kale Da Dhaba,Amritsar,22,Ranjit Avenue,"North Indian, Chinese",500,Rs.,2000,Very Good,640,Yes,4.2
Domino's Pizza,Amritsar,22,Town Hall,"Pizza, Fast Food",400,Rs.,2000,Good,728,Yes,3.8
Sanjha Chulha,Amritsar,22,Lawrence Road,North Indian,400,Rs.,2000,Very Good,603,No,4.1
The Kulcha Land,Amritsar,22,Ranjit Avenue,"North Indian, Street Food",200,Rs.,1000,Excellent,888,No,4.5
Cafe Connect,Amritsar,22,Ranjit Avenue,Fast Food,500,Rs.,2000,Very Good,500,No,4.1
Makhan Fish and Chicken Corner,Amritsar,22,Basant Nagar,"North Indian, Chinese",700,Rs.,2000,Good,943,No,3.9
Sakhis Watz Kukin,Amritsar,22,Ranjit Avenue,"Chinese, North Indian, Fast Food",900,Rs.,3000,Very Good,481,Yes,4.3
Bombay Pav Bhaji and Bhel Puri,Amritsar,22,GNDU Area,"North Indian, Burger, Momos, Pizza, Chinese",200,Rs.,1000,Good,301,Yes,3.8
Brothers' Amritsari Dhaba,Amritsar,22,Town Hall,"North Indian, South Indian, Chinese, Fast Food",400,Rs.,2000,Very Good,432,Yes,4.3
Annpurna Veg. Dhaba,Amritsar,22,Basant Nagar,"North Indian, Biryani, Continental",400,Rs.,2000,Very Good,392,No,4
Brijwasi Chat Bhandar,Amritsar,22,INA Colony,Street Food,150,Rs.,1000,Very Good,453,No,4.1
Kanha Sweets,Amritsar,22,Lawrence Road,"Fast Food, Mithai, North Indian",150,Rs.,1000,Excellent,499,No,4.6
KFC,Amritsar,22,White Avenue,"Burger, Fast Food",450,Rs.,2000,Very Good,478,No,4.3
Hungry Pizza,Amritsar,22,Rani Ka Bagh,"Pizza, Beverages",500,Rs.,2000,Very Good,386,Yes,4.1
Anjan Mutton and Chicken Products,Amritsar,22,Azad Nagar,"North Indian, Fast Food, Healthy Food",200,Rs.,1000,Very Good,490,No,4.3
Subway,Amritsar,22,Lawrence Road,"Fast Food, Healthy Food, Wraps, Salad",500,Rs.,2000,Very Good,475,No,4
Domino's Pizza,Amritsar,22,Ranjit Avenue,"Pizza, Fast Food",400,Rs.,2000,Good,457,Yes,3.9
Bon Gateau,Amritsar,22,Ranjit Avenue,"Cafe, Bakery, Fast Food, Italian",700,Rs.,2000,Very Good,468,No,4.2
Cafe Chokolade,Amritsar,22,Ranjit Avenue,"Salad, Cafe, Healthy Food, Fast Food, Italian",250,Rs.,1000,Good,374,No,3.9
Los Fiesta,Amritsar,22,Basant Nagar,"Italian, Pizza, Burger, Sandwich, Wraps, Desserts, Beverages",600,Rs.,2000,Very Good,345,No,4
Janta Food,Amritsar,22,INA Colony,"North Indian, Biryani",200,Rs.,1000,Very Good,344,No,4
Gauri Shankar & Sons,Amritsar,22,INA Colony,North Indian,300,Rs.,1000,Good,262,No,3.9
Charming Chicken,Amritsar,22,Basant Nagar,North Indian,600,Rs.,2000,Excellent,610,Yes,4.5
Domino's Pizza,Amritsar,22,Kabir Park,"Pizza, Fast Food",400,Rs.,2000,Good,397,Yes,3.7
Domino's Pizza,Amritsar,22,GT Road,"Pizza, Fast Food",400,Rs.,2000,Good,424,Yes,3.6
Hansraj Choley Wala,Amritsar,22,Basant Nagar,Street Food,100,Rs.,1000,Very Good,424,Yes,4.1
Bubby Fish & Chicken Corner,Amritsar,22,INA Colony,North Indian,300,Rs.,1000,Good,391,No,3.8
Pappi Di Hatti Tandoori Magic,Amritsar,22,White Avenue,North Indian,400,Rs.,2000,Very Good,280,No,4.1
Sip N Brew Premium,Amritsar,22,Rani Ka Bagh,"Fast Food, Desserts, Beverages",400,Rs.,2000,Good,251,No,3.8
Crystal Restaurant,Amritsar,22,INA Colony,"North Indian, Mughlai",800,Rs.,3000,Good,331,No,3.9
Burgrill,Amritsar,22,Ranjit Avenue,"Fast Food, Burger",450,Rs.,2000,Very Good,294,No,4.2
Subway,Amritsar,22,Ranjit Avenue,"Fast Food, Healthy Food, Wraps, Salad",500,Rs.,2000,Very Good,317,No,4.2
The Brothers,Amritsar,22,Basant Nagar,"North Indian, Chinese, Beverages",600,Rs.,2000,Very Good,219,No,4
Zaika Family Restaurant,Amritsar,22,GT Road,"North Indian, Chinese, Fast Food, Beverages",300,Rs.,1000,Very Good,165,No,4.1
Glass House Amritsar,Amritsar,22,Mall Road,"North Indian, Chinese, Continental",800,Rs.,3000,Very Good,198,No,4
Burger King,Amritsar,22,GT Road,"Fast Food, Burger, Beverages",500,Rs.,2000,Good,317,No,3.9
Muskaan,Amritsar,22,Ranjit Avenue,North Indian,500,Rs.,2000,Very Good,441,Yes,4
Eldorado,Amritsar,22,Ranjit Avenue,"North Indian, Mexican, Chinese",700,Rs.,2000,Very Good,321,No,4
Baba Chicken,Amritsar,22,Lawrence Road,"North Indian, Afghan, Biryani, Beverages",800,Rs.,3000,Very Good,290,No,4.1
Lovely Kulcha Land and champ,Amritsar,22,Hathi Gate,"North Indian, Chinese, Fast Food",400,Rs.,2000,Very Good,192,No,4
Pizza Italia,Amritsar,22,Lawrence Road,"Italian, Pizza",600,Rs.,2000,Very Good,335,Yes,4.1
Lovely Champ,Amritsar,22,Mohan Nagar,"North Indian, Chinese",500,Rs.,2000,Good,218,No,3.8
Bansal Sweets,Amritsar,22,Lawrence Road,"Fast Food, Mithai",150,Rs.,1000,Very Good,203,No,4
EatAsia Food,Amritsar,22,Ranjit Avenue,"North Indian, South Indian, Chinese, Juices",700,Rs.,2000,Very Good,183,No,4
Surjit Food Plaza,Amritsar,22,Lawrence Road,North Indian,1000,Rs.,3000,Very Good,232,No,4
The Yellow Chilli,Amritsar,22,Ranjit Avenue,"North Indian, Mughlai, Chinese",1200,Rs.,3000,Good,253,No,3.7
The Pizza Point,Amritsar,22,Mohan Nagar,Pizza,300,Rs.,1000,Very Good,169,No,4
The Eatery,Amritsar,22,Lawrence Road,"North Indian, Chinese, Continental, Biryani",500,Rs.,2000,Very Good,39,No,4
London Creek Food Service,Amritsar,22,Kabir Park,North Indian,100,Rs.,1000,Very Good,202,No,4.2
Spicy Hut,Amritsar,22,Shakti Nagar,"North Indian, Chinese, Fast Food, South Indian",450,Rs.,2000,Good,160,Yes,3.9
Bharawan Da Dhaba,Amritsar,22,"AplhaOne Mall, GT Road","North Indian, Fast Food",500,Rs.,2000,Good,199,No,3.9
Pritam Dhaba,Amritsar,22,INA Colony,North Indian,250,Rs.,1000,Good,158,No,3.8
Subhash Juice Bar & Restaurant,Amritsar,22,Hathi Gate,"North Indian, Italian, South Indian, Fast Food, Juices, Chinese, Sandwich, Ice Cream",400,Rs.,2000,Good,207,No,3.9
Umang Vaishno Bhojan Bhandar,Amritsar,22,Basant Nagar,"North Indian, Biryani, Chinese, Italian, Sandwich, Desserts, Beverages",300,Rs.,1000,Very Good,193,No,4.2
Giani Tea Stall,Amritsar,22,INA Colony,"Tea, Street Food",200,Rs.,1000,Very Good,223,Yes,4
Reiki Foods,Amritsar,22,GNDU Area,"North Indian, Chinese",150,Rs.,1000,Good,192,No,3.7
Brothers Dhaba,Amritsar,22,Amritsar Cantonment,"North Indian, Chinese, Fast Food, Beverages, Desserts",300,Rs.,1000,Very Good,190,No,4.1
New Wah ji Wah Champ,Amritsar,22,Lawrence Road,"Fast Food, Momos, North Indian",300,Rs.,1000,Good,188,Yes,3.8
House of Shakes,Amritsar,22,White Avenue,"Beverages, Fast Food",400,Rs.,2000,Very Good,158,No,4
Aamantran,Amritsar,22,Basant Nagar,North Indian,300,Rs.,1000,Good,177,No,3.9
Subway,Amritsar,22,Town Hall,"Fast Food, Healthy Food, Sandwich, Salad",500,Rs.,2000,Good,194,No,3.9
The Snack Junction,Amritsar,22,Mohan Nagar,"Chinese, North Indian",400,Rs.,2000,Very Good,171,Yes,4
Pizza Hut,Amritsar,22,"Trillium Mall, White Avenue","Pizza, Fast Food, Italian",700,Rs.,2000,Good,194,No,3.6
Pizza Italia,Amritsar,22,Ranjit Avenue,Italian,500,Rs.,2000,Very Good,206,Yes,4.1
Bakes & Beans,Amritsar,22,Ranjit Avenue,"Italian, Cafe",1200,Rs.,3000,Very Good,164,No,4.2
New Rajasthan Chat Bhandar,Amritsar,22,Lawrence Road,North Indian,200,Rs.,1000,Very Good,165,No,4.3
Annpurna Kulcha,Amritsar,22,Lawrence Road,Street Food,100,Rs.,1000,Good,174,No,3.6
Neenoo's Bar-B-Que Fish-N-Chips,Amritsar,22,White Avenue,Finger Food,800,Rs.,3000,Very Good,185,No,4.3
Lovely Dhaba,Amritsar,22,Ranjit Avenue,"Chinese, North Indian, Rolls, Beverages",500,Rs.,2000,Very Good,156,Yes,4
Food Bowl,Amritsar,22,Kabir Park,"Chinese, Continental, North Indian",500,Rs.,2000,Very Good,191,No,4
Bariesto,Amritsar,22,Ranjit Avenue,"Cafe, North Indian, Chinese, Continental",600,Rs.,2000,Good,159,No,3.5
Rajasthani Chat Bhandar,Amritsar,22,Town Hall,Street Food,200,Rs.,1000,Very Good,180,Yes,4.3
Sharma Sweets Shop,Amritsar,22,Lawrence Road,Mithai,200,Rs.,1000,Very Good,247,Yes,4.2
The Beer Cafe,Amritsar,22,Ranjit Avenue,"North Indian, Italian, Finger Food",1200,Rs.,3000,Very Good,244,Yes,4.2
Chawlas 2,Amritsar,22,Lawrence Road,North Indian,600,Rs.,2000,Very Good,174,No,4
Monu Kulcha Hut,Amritsar,22,Rani Ka Bagh,North Indian,200,Rs.,1000,Good,186,No,3.9
Bukhaaraa,Amritsar,22,Ranjit Avenue,"North Indian, Mughlai",500,Rs.,2000,Good,208,Yes,3.9
El Nido Cafe & Lounge,Amritsar,22,Ranjit Avenue,"Chinese, Cafe, Continental, Fast Food, Italian",300,Rs.,1000,Good,152,No,3.8
The Shakes Hub,Amritsar,22,GNDU Area,"Beverages, Pizza, Sandwich",400,Rs.,2000,Good,112,No,3.7
Burger Hut,Amritsar,22,Ranjit Avenue,"Burger, Beverages",400,Rs.,2000,Good,206,Yes,3.8
Sip n Bite,Amritsar,22,Lawrence Road,Fast Food,400,Rs.,2000,Good,139,No,3.9
Special Bombay Pav Bhaji & Bhel Puri,Amritsar,22,Basant Nagar,"Fast Food, South Indian, Street Food",300,Rs.,1000,Good,99,Yes,3.9
AFC,Amritsar,22,GNDU Area,"American, Fast Food, Burger, Chinese",350,Rs.,2000,Average,141,No,3.4
Spicy Hut Vintage,Amritsar,22,Ranjit Avenue,"North Indian, Fast Food, Beverages",500,Rs.,2000,Good,102,No,3.8
Punjab Dhaba,Amritsar,22,Town Hall,"North Indian, Mughlai, Chinese",900,Rs.,3000,Good,135,No,3.8
Kobe Sizzlers,Amritsar,22,Ranjit Avenue,"American, Asian, Chinese, Cafe, Continental, Mughlai",1000,Rs.,3000,Good,148,No,3.8
Friends Dhaba,Amritsar,22,INA Colony,"North Indian, Desserts, Beverages",400,Rs.,2000,Average,137,No,2.7
KFC,Amritsar,22,"AplhaOne Mall, GT Road","Fast Food, Burger",450,Rs.,2000,Good,132,No,3.6
Tandoori Tadka,Amritsar,22,Ranjit Avenue,"North Indian, Chinese",500,Rs.,2000,Very Good,120,No,4
Bharawan Da Dhaba,Amritsar,22,Ranjit Avenue,"Fast Food, North Indian, Mughlai",500,Rs.,2000,Good,142,No,3.8
La Roma Pizzeria,Amritsar,22,Ranjit Avenue,"Fast Food, Italian",500,Rs.,2000,Excellent,3320,Yes,4.9
Kesar Da Dhabha,Amritsar,22,Town Hall,North Indian,500,Rs.,2000,Excellent,2871,Yes,4.6
R K Food Plaza,Amritsar,22,Town Hall,"North Indian, Chinese, Fast Food, South Indian, Sandwich, Pizza, Ice Cream",400,Rs.,2000,Very Good,845,No,4.4
Bharawan Da Dhaba,Amritsar,22,Town Hall,"North Indian, Chinese, South Indian, Sandwich, Pizza, Fast Food, Ice Cream",500,Rs.,2000,Very Good,1091,No,4.3
Hoppers,Amritsar,22,Kabir Park,"Cafe, Italian, Continental, Fast Food, Burger, Sandwich",400,Rs.,2000,Very Good,251,No,4.2
Domino's Pizza,Amritsar,22,Lawrence Road,"Pizza, Fast Food",400,Rs.,2000,Very Good,771,Yes,4
Bombay Pavbhaji - Original,Amritsar,22,INA Colony,"Fast Food, Street Food",350,Rs.,2000,Good,564,No,3.6
Burger King,Amritsar,22,Lawrence Road,"Burger, Fast Food, Beverages",500,Rs.,2000,Very Good,883,No,4
Beera Chicken House,Amritsar,22,Basant Nagar,North Indian,500,Rs.,2000,Very Good,991,Yes,4.4
Bade Bhai ka Brothers Dhaba,Amritsar,22,Town Hall,"North Indian, Chinese, South Indian, Fast Food, Desserts, Beverages",500,Rs.,2000,Very Good,1085,No,4.4
Kale Da Dhaba,Amritsar,22,Ranjit Avenue,"North Indian, Chinese",500,Rs.,2000,Very Good,640,Yes,4.2
Domino's Pizza,Amritsar,22,Town Hall,"Pizza, Fast Food",400,Rs.,2000,Good,728,Yes,3.8
Sanjha Chulha,Amritsar,22,Lawrence Road,North Indian,400,Rs.,2000,Very Good,603,No,4.1
The Kulcha Land,Amritsar,22,Ranjit Avenue,"North Indian, Street Food",200,Rs.,1000,Excellent,888,No,4.5
Cafe Connect,Amritsar,22,Ranjit Avenue,Fast Food,500,Rs.,2000,Very Good,500,No,4.1
Makhan Fish and Chicken Corner,Amritsar,22,Basant Nagar,"North Indian, Chinese",700,Rs.,2000,Good,943,No,3.9
Sakhis Watz Kukin,Amritsar,22,Ranjit Avenue,"Chinese, North Indian, Fast Food",900,Rs.,3000,Very Good,481,No,4.3
Novelty Sweets,Amritsar,22,Lawrence Road,Mithai,150,Rs.,1000,Very Good,457,No,4.2
Bombay Pav Bhaji and Bhel Puri,Amritsar,22,GNDU Area,"North Indian, Burger, Momos, Pizza, Chinese",200,Rs.,1000,Good,301,Yes,3.8
Brothers' Amritsari Dhaba,Amritsar,22,Town Hall,"North Indian, South Indian, Chinese, Fast Food",400,Rs.,2000,Very Good,432,No,4.3
Annpurna Veg. Dhaba,Amritsar,22,Basant Nagar,"North Indian, Biryani, Continental",400,Rs.,2000,Very Good,392,No,4
Brijwasi Chat Bhandar,Amritsar,22,INA Colony,Street Food,150,Rs.,1000,Very Good,453,No,4.1
Sip N Breww,Amritsar,22,Lawrence Road,"Pizza, Beverages, Desserts",200,Rs.,1000,Good,486,No,3.8
Kanha Sweets,Amritsar,22,Lawrence Road,"Fast Food, Mithai, North Indian",150,Rs.,1000,Excellent,499,No,4.6
KFC,Amritsar,22,White Avenue,"Burger, Fast Food",450,Rs.,2000,Very Good,478,No,4.3
Hungry Pizza,Amritsar,22,Rani Ka Bagh,"Pizza, Beverages",500,Rs.,2000,Very Good,386,Yes,4.1
Anjan Mutton and Chicken Products,Amritsar,22,Azad Nagar,"North Indian, Fast Food, Healthy Food",200,Rs.,1000,Very Good,490,No,4.3
